Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
DXXL2BMC,L2 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL2BMD,L2 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL3A,L3 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL3BCC,L3 BMD invalidity code,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL3BMC,L3 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL3BMD,L3 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL4A,L4 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL4BCC,L4 BMD invalidity code,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL4BMC,L4 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXL4BMD,L4 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXOSA,Total spine area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXOSBCC,Total spine BMD invalidity code,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXOSBMC,Total spine BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXXOSBMD,Total spine BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
SEQN,Respondent sequence number.,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None
DXAFMRD0,Calculated DO for femur,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXAFMRK,Calculated K for femur,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXAFMRST,Femur scan status,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXFMBCC,Total femur BMD invalidity code,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXINA,Intertrochanter area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXINBMC,Intertrochanter BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXINBMD,Intertrochanter BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXNKA,Femoral neck area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXNKBMC,Femoral neck BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXNKBMD,Femoral neck BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXOFA,Total femur area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXOFBMC,Total femur BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXOFBMD,Total femur BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXTRA,Trochanter area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXTRBMC,Trochanter BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXTRBMD,Trochanter BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXWDA,Wards triangle area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXWDBMC,Wards triangle BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXXWDBMD,Wards triangle BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
SEQN,Respondent sequence number.,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None
DXDLSPST,Instant Vertebral Assessment (IVA) Lateral Spine scan status,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL1CC,L1 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL1FX,L1 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL2CC,L2 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL2FX,L2 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL3CC,L3 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL3FX,L3 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL4CC,L4 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXL4FX,L4 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT10CC,T10 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT10FX,T10 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT11CC,T11 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT11FX,T11 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT12CC,T12 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT12FX,T12 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT4CC,T4 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT4FX,T4 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT5CC,T5 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT5FX,T5 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT6CC,T6 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT6FX,T6 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT7CC,T7 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT7FX,T7 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT8CC,T8 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT8FX,T8 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT9CC,T9 fracture invalidity code,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXT9FX,T9 fracture score,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
DXXVFAST,Vertebral fracture status summary,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
SEQN,Respondent sequence number.,DXXVFA_H,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,2013,2014,Examination,None
BMDAVSAD,Average Sagittal Abdominal Diameter (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMDBMIC,BMI Category - Children/Youth,BMX_H,Body Measures,2013,2014,Examination,None
BMDSADCM,Sagittal Abdominal Diameter Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMDSTATS,Body Measures Component status Code,BMX_H,Body Measures,2013,2014,Examination,None
BMIARMC,Arm Circumference Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMIARML,Upper Arm Length Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMIHEAD,Head Circumference Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMIHT,Standing Height Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMILEG,Upper Leg Length Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMIRECUM,Recumbent Length Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMIWAIST,Waist Circumference Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMIWT,Weight Comment,BMX_H,Body Measures,2013,2014,Examination,None
BMXARMC,Arm Circumference (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXARML,Upper Arm Length (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXBMI,Body Mass Index (kg/m**2),BMX_H,Body Measures,2013,2014,Examination,None
BMXHEAD,Head Circumference (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXHT,Standing Height (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXLEG,Upper Leg Length (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXRECUM,Recumbent Length (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXSAD1,Sagittal Abdominal Diameter 1st (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXSAD2,Sagittal Abdominal Diameter 2nd (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXSAD3,Sagittal Abdominal Diameter 3rd (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXSAD4,Sagittal Abdominal Diameter 4th (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXWAIST,Waist Circumference (cm),BMX_H,Body Measures,2013,2014,Examination,None
BMXWT,Weight (kg),BMX_H,Body Measures,2013,2014,Examination,None
SEQN,Respondent sequence number.,BMX_H,Body Measures,2013,2014,Examination,None
DXXFRAX1,10-year hip fracture risk score assuming previous fracture,DXXFRX_H,Dual-Energy X-ray Absorptiometry - FRAX Score,2013,2014,Examination,None
DXXFRAX2,10-year major osteoporotic fracture risk score assuming previous fracture,DXXFRX_H,Dual-Energy X-ray Absorptiometry - FRAX Score,2013,2014,Examination,None
DXXFRAX3,10-year hip fracture risk score assuming no previous fracture,DXXFRX_H,Dual-Energy X-ray Absorptiometry - FRAX Score,2013,2014,Examination,None
DXXFRAX4,10-year major osteoporotic fracture risk score assuming no previous fracture,DXXFRX_H,Dual-Energy X-ray Absorptiometry - FRAX Score,2013,2014,Examination,None
DXXPRVFX,Previous self-reported fracture after age 20,DXXFRX_H,Dual-Energy X-ray Absorptiometry - FRAX Score,2013,2014,Examination,None
SEQN,Respondent sequence number.,DXXFRX_H,Dual-Energy X-ray Absorptiometry - FRAX Score,2013,2014,Examination,None
CSAEFFRT,MEC Technician's overall rating for participant's understanding of and cooperation with exam procedures.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ241,Are you currently pregnant or breast feeding a baby?,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ245,Have you ever had a skin rash or allergy caused by quinine?,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ260a,Do you now have any of the following problems with your nose? Sneeze Frequently?,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ260d,"Do you now have any of the following problems with your nose? Green, Yellow or Brown Mucus Discharge?",CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ260g,Do you now have any of the following problems with your nose? Completely blocked up nose,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ260i,Do you now have any of the following problems with your nose? Sinus Pain?,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ260m,Do you now have any of the following problems with your nose? None of the above?,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ260n,Do you now have any of the following problems with your nose? A Runny Nose?,CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ270,"Was {your/SPs} nose blocked up on both sides, or on just one side?",CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ450,First practice light 85 candelas/ m2 (low intermediate light),CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ460,Second practice light 493 candelas/ m2 (high intermediate light),CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ470,First test light 193 candelas/ m2 (medium light level),CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ480,Second test light 4.3 candelas/ m2 (low light level),CSX_H,Taste & Smell,2013,2014,Examination,None
CSQ490,Third test light 1000 candelas/ m2 (high light level),CSX_H,Taste & Smell,2013,2014,Examination,None
CSXCHOOD,"Forced Choice Odor Selection, Chocolate Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXEXCMT,Comment Code for the MEC Taste & Smell Examination,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXEXSTS,Overall Status for the MEC Taste & Smell Examination,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXGRAOD,"Forced Choice Odor Selection, Grape Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXLEAOD,"Forced Choice Odor Selection, Leather Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXNAPG,gLMS rating when 1M NaCl solution is painted on the tongue tip.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXNAPT,Name of substance examinee tasted when 1M NaCl was painted on the tongue tip.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXNARG,Name of substance examinee tasted when replicate .32 M NaCl was sampled with the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXNART,gLMS rating for salty taste when replicate .32 M NaCl is sampled with the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXNASG,gLMS rating when .32 M NaCl is sampled with the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXNAST,Name of substance examinee tasted when .32 M NaCl was sampled in the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXNGSOD,"Forced Choice Odor Selection, Natural Gas Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXONOD,"Forced Choice Odor Selection, Onion Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXQUIPG,gLMS rating for bitter when 1 mM quinine solution is painted on the tongue tip.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXQUIPT,Name of substance examinee tasted when 1mM quinine was painted on the tongue tip.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXQUISG,gLMS rating for bitter when 1 mM quinine solution is sampled with the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXQUIST,Name of substance examinee tasted when bitter taste 1 (1 mM quinine) was sampled in the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXSBOD,"Forced Choice Odor Selection, Strawberry Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXSLTRG,Name of substance examinee tasted when replicate 1M NaCl was sampled with the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXSLTRT,gLMS rating for salty taste when replicate 1M NaCl is sampled with the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXSLTSG,gLMS rating for salty taste when 1M NaCl is sampled with the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXSLTST,Name of substance examinee tasted when 1 M NaCl was sampled in the whole mouth.,CSX_H,Taste & Smell,2013,2014,Examination,None
CSXSMKOD,"Forced Choice Odor Selection, Smoke Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXSOAOD,"Forced Choice Odor Selection, Soap Scent",CSX_H,Taste & Smell,2013,2014,Examination,None
CSXTSEQ,Sequence in which whole mouth taste tests were administered.,CSX_H,Taste & Smell,2013,2014,Examination,None
SEQN,Respondent sequence number.,CSX_H,Taste & Smell,2013,2014,Examination,None
MGAPHAND,The hand assigned for the practice trial,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGATHAND,Begin the test with this hand.,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGD050,Have you ever had surgery on your hands or wrists for arthritis or carpal tunnel syndrome?,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGD060,Which hand or wrist was the surgery on?,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGD130,"Are you right-handed, left-handed, or do you use both hands equally?",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGDCGSZ,Combined grip strength (kg): the sum of the largest reading from each hand.,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGDEXSTS,Grip test status,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGDSEAT,Testing position,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGQ070,"Have you had any pain, aching or stiffness in your right hand in the past 7 days?",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGQ080,"Is the pain, aching or stiffness in your right hand caused by arthritis, tendonitis, or carpal tunnel syndrome?",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGQ090,"Has the pain, aching or stiffness in your right hand gotten worse in the past 7 days?",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGQ100,"Have you had any pain, aching or stiffness in your left hand in the past 7 days?",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGQ110,"Is the pain, aching or stiffness in your left hand caused by arthritis, tendonitis, or carpal tunnel syndrome?",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGQ120,"Has the pain, aching or stiffness in your left hand gotten worse in the past 7 days?",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGQ90DG,Was the participant able to achieve a 90 degree angle with the index finger on the eligible hand(s)?,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH1T1,"Grip strength (kg), hand 1, test 1",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH1T1E,"Whether the participant exerted a maximal or questionable effort during the test 1 on hand 1, as assessed by the technician.",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH1T2,"Grip strength (kg), hand 1, test 2",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH1T2E,"Whether the participant exerted a maximal or questionable effort during the test 2 on hand 1, as assessed by the technician.",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH1T3,"Grip strength (kg), hand 1, test 3",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH1T3E,"Whether the participant exerted a maximal or questionable effort during the test 3 on hand 1, as assessed by the technician.",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH2T1,"Grip strength (kg), hand 2, test 1",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH2T1E,"Whether the participant exerted a maximal or questionable effort during the test 1 on hand 2, as assessed by the technician.",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH2T2,"Grip strength (kg), hand 2, test 2",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH2T2E,"Whether the participant exerted a maximal or questionable effort during the test 2 on hand 2, as assessed by the technician.",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH2T3,"Grip strength (kg), hand 2, test 3",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
MGXH2T3E,"Whether the participant exerted a maximal or questionable effort during the test 3 on hand 2, as assessed by the technician.",MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
SEQN,Respondent sequence number.,MGX_H,Muscle Strength - Grip Test,2013,2014,Examination,None
OHDDESTS,Dentition Status Code,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHDEXSTS,Overall Oral Health Exam Status,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX01TC,Tooth Count: Upper right 3rd molar (3M),OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX02CSC,"Coronal Caries: Upper right 2nd molar (2M) surface calls. These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX02CTC,Coronal Caries: Upper right 2nd molar (2M) tooth code,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX02SE,"Dental Sealants: Upper right 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX02TC,Tooth Count: Upper right 2nd molar (2M),OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX03CSC,"Coronal Caries: Upper right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX03CTC,Coronal Caries: Upper right 1st molar (1M) tooth code,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX03SE,"Dental Sealants: Upper right 1st molar (1M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX03TC,Tooth Count: Upper right 1st molar (1M),OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX04CSC,"Coronal Caries: Upper right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX04CTC,Coronal Caries: Upper right 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX04SE,"Dental Sealants: Upper right 2nd biscuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX04TC,Tooth Count: Upper right 2nd bicuspid/2nd primary molar (2B),OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX05CSC,"Coronal Caries: Upper right 1st biscuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX05CTC,Coronal Caries: Upper right 1st bicuspid/1st primary molar (1B) tooth code,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX05SE,"Dental Sealants: Upper right 1st biscuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX05TC,Tooth Count: Upper right 1st bicuspid/1st primary molar (1B),OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX06CSC,"Coronal Caries: Upper right cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX06CTC,Coronal Caries: Upper right cuspid (C) tooth code,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX06TC,Tooth Count: Upper right cuspid (C),OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX07CSC,"Coronal Caries: Upper right lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX07CTC,Coronal Caries: Upper right lateral incisor (LI) tooth code,OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
OHX07SE,"Dental Sealants: Upper right lateral incisor (LI) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_H,Oral Health - Dentition,2013,2014,Examination,None
